Word_Unique_ID,PredictionNumber,Accuracy
QID386,2,1
QID386,3,1
QID386,4,1
QID386,5,1
QID386,6,1
QID386,7,1
QID386,8,1
QID386,9,1
QID386,10,1
QID387,1,1
QID387,2,1
QID387,3,1
QID387,4,1
QID387,5,1
QID387,6,1
QID387,7,1
QID387,8,1
QID387,9,1
QID387,10,1
QID387,1,1
QID387,2,1
QID387,3,1
QID387,4,1
QID387,5,1
QID387,6,1
QID387,7,1
QID387,8,1
QID387,9,1
QID387,10,1
QID388,1,0
QID388,2,0
QID388,3,0
QID388,4,1
QID388,5,1
QID388,6,1
QID388,7,1
QID388,8,1
QID388,9,1
QID388,10,1
QID389,1,1
QID389,2,1
QID389,3,1
QID389,4,1
QID389,5,1
QID389,6,1
QID389,7,1
QID389,8,1
QID389,9,1
QID389,10,1
QID389,1,1
QID389,2,1
QID389,3,1
QID389,4,1
QID389,5,1
QID389,6,1
QID389,7,1
QID389,8,1
QID389,9,1
QID389,10,1
QID390,1,0
QID390,2,1
QID390,3,1
QID390,4,1
QID390,5,1
QID390,6,1
QID390,7,1
QID390,8,1
QID390,9,1
QID390,10,1
QID391,1,0
QID391,2,0
QID391,3,0
QID391,4,0
QID391,5,0
QID391,6,0
QID391,7,0
QID391,8,0
QID391,9,1
QID391,10,1
QID392,1,0
QID392,2,0
QID392,3,0
QID392,4,0
QID392,5,1
QID392,6,1
QID392,7,1
QID392,8,1
QID392,9,1
QID392,10,1
QID393,1,0
QID393,2,1
QID393,3,1
QID393,4,1
QID393,5,1
QID393,6,1
QID393,7,1
QID393,8,1
QID393,9,1
QID393,10,1
QID394,1,0
QID394,2,1
QID394,3,1
QID394,4,1
QID394,5,1
QID394,6,1
QID394,7,1
QID394,8,1
QID394,9,1
QID394,10,1
QID395,1,1
QID395,2,1
QID395,3,1
QID395,4,1
QID395,5,1
QID395,6,1
QID395,7,1
QID395,8,1
QID395,9,1
QID395,10,1
QID396,1,0
QID396,2,1
QID396,3,1
QID396,4,1
QID396,5,1
QID396,6,1
QID396,7,1
QID396,8,1
QID396,9,1
QID396,10,1
QID396,1,0
QID396,2,1
QID396,3,1
QID396,4,1
QID396,5,1
QID396,6,1
QID396,7,1
QID396,8,1
QID396,9,1
QID396,10,1
QID397,1,0
QID397,2,0
QID397,3,1
QID397,4,1
QID397,5,1
QID397,6,1
QID397,7,1
QID397,8,1
QID397,9,1
QID397,10,1
QID398,1,0
QID398,2,1
QID398,3,1
QID398,4,1
QID398,5,1
QID398,6,1
QID398,7,1
QID398,8,1
QID398,9,1
QID398,10,1
QID398,1,0
QID398,2,1
QID398,3,1
QID398,4,1
QID398,5,1
QID398,6,1
QID398,7,1
QID398,8,1
QID398,9,1
QID398,10,1
QID399,1,0
QID399,2,0
QID399,3,0
QID399,4,0
QID399,5,0
QID399,6,0
QID399,7,0
QID399,8,0
QID399,9,0
QID399,10,0
QID400,1,0
QID400,2,0
QID400,3,0
QID400,4,0
QID400,5,0
QID400,6,0
QID400,7,0
QID400,8,0
QID400,9,0
QID400,10,0
QID401,1,0
QID401,2,0
QID401,3,0
QID401,4,0
QID401,5,0
QID401,6,0
QID401,7,0
QID401,8,0
QID401,9,0
QID401,10,0
QID402,1,0
QID402,2,0
QID402,3,0
QID402,4,0
QID402,5,0
QID402,6,0
QID402,7,0
QID402,8,0
QID402,9,0
QID402,10,0
QID404,1,0
QID404,2,0
QID404,3,0
QID404,4,0
QID404,5,0
QID404,6,0
QID404,7,0
QID404,8,0
QID404,9,0
QID404,10,0
QID405,1,1
QID405,2,1
QID405,3,1
QID405,4,1
QID405,5,1
QID405,6,1
QID405,7,1
QID405,8,1
QID405,9,1
QID405,10,1
QID405,1,1
QID405,2,1
QID405,3,1
QID405,4,1
QID405,5,1
QID405,6,1
QID405,7,1
QID405,8,1
QID405,9,1
QID405,10,1
QID406,1,0
QID406,2,0
QID406,3,0
QID406,4,0
QID406,5,1
QID406,6,1
QID406,7,1
QID406,8,1
QID406,9,1
QID406,10,1
QID407,1,0
QID407,2,0
QID407,3,0
QID407,4,0
QID407,5,0
QID407,6,0
QID407,7,0
QID407,8,0
QID407,9,0
QID407,10,0
QID408,1,0
QID408,2,0
QID408,3,0
QID408,4,0
QID408,5,0
QID408,6,0
QID408,7,0
QID408,8,1
QID408,9,1
QID408,10,1
QID409,1,1
QID409,2,1
QID409,3,1
QID409,4,1
QID409,5,1
QID409,6,1
QID409,7,1
QID409,8,1
QID409,9,1
QID409,10,1
QID409,1,1
QID409,2,1
QID409,3,1
QID409,4,1
QID409,5,1
QID409,6,1
QID409,7,1
QID409,8,1
QID409,9,1
QID409,10,1
QID410,1,0
QID410,2,1
QID410,3,1
QID410,4,1
QID410,5,1
QID410,6,1
QID410,7,1
QID410,8,1
QID410,9,1
QID410,10,1
QID411,1,0
QID411,2,0
QID411,3,0
QID411,4,0
QID411,5,0
QID411,6,0
QID411,7,0
QID411,8,0
QID411,9,0
QID411,10,0
QID412,1,1
QID412,2,1
QID412,3,1
QID412,4,1
QID412,5,1
QID412,6,1
QID412,7,1
QID412,8,1
QID412,9,1
QID412,10,1
QID412,1,1
QID412,2,1
QID412,3,1
QID412,4,1
QID412,5,1
QID412,6,1
QID412,7,1
QID412,8,1
QID412,9,1
QID412,10,1
QID413,1,0
QID413,2,1
QID413,3,1
QID413,4,1
QID413,5,1
QID413,6,1
QID413,7,1
QID413,8,1
QID413,9,1
QID413,10,1
QID414,1,0
QID414,2,0
QID414,3,0
QID414,4,0
QID414,5,0
QID414,6,0
QID414,7,0
QID414,8,0
QID414,9,0
QID414,10,0
QID415,1,1
QID415,2,1
QID415,3,1
QID415,4,1
QID415,5,1
QID415,6,1
QID415,7,1
QID415,8,1
QID415,9,1
QID415,10,1
QID416,1,0
QID416,2,1
QID416,3,1
QID416,4,1
QID416,5,1
QID416,6,1
QID416,7,1
QID416,8,1
QID416,9,1
QID416,10,1
QID417,1,0
QID417,2,0
QID417,3,0
QID417,4,0
QID417,5,0
QID417,6,0
QID417,7,0
QID417,8,0
QID417,9,0
QID417,10,0
QID418,1,1
QID418,2,1
QID418,3,1
QID418,4,1
QID418,5,1
QID418,6,1
QID418,7,1
QID418,8,1
QID418,9,1
QID418,10,1
QID418,1,1
QID418,2,1
QID418,3,1
QID418,4,1
QID418,5,1
QID418,6,1
QID418,7,1
QID418,8,1
QID418,9,1
QID418,10,1
QID419,1,0
QID419,2,0
QID419,3,0
QID419,4,0
QID419,5,0
QID419,6,0
QID419,7,0
QID419,8,0
QID419,9,0
QID419,10,0
QID420,1,1
QID420,2,1
QID420,3,1
QID420,4,1
QID420,5,1
QID420,6,1
QID420,7,1
QID420,8,1
QID420,9,1
QID420,10,1
QID420,1,1
QID420,2,1
QID420,3,1
QID420,4,1
QID420,5,1
QID420,6,1
QID420,7,1
QID420,8,1
QID420,9,1
QID420,10,1
QID421,1,0
QID421,2,0
QID421,3,0
QID421,4,0
QID421,5,1
QID421,6,1
QID421,7,1
QID421,8,1
QID421,9,1
QID421,10,1
QID422,1,0
QID422,2,0
QID422,3,1
QID422,4,1
QID422,5,1
QID422,6,1
QID422,7,1
QID422,8,1
QID422,9,1
QID422,10,1
QID422,1,0
QID422,2,0
QID422,3,1
QID422,4,1
QID422,5,1
QID422,6,1
QID422,7,1
QID422,8,1
QID422,9,1
QID422,10,1
QID423,1,0
QID423,2,0
QID423,3,0
QID423,4,0
QID423,5,0
QID423,6,0
QID423,7,0
QID423,8,0
QID423,9,0
QID423,10,0
QID424,1,0
QID424,2,0
QID424,3,0
QID424,4,0
QID424,5,0
QID424,6,0
QID424,7,0
QID424,8,0
QID424,9,0
QID424,10,0
QID425,1,0
QID425,2,0
QID425,3,0
QID425,4,0
QID425,5,0
QID425,6,0
QID425,7,0
QID425,8,0
QID425,9,0
QID425,10,0
QID426,1,1
QID426,2,1
QID426,3,1
QID426,4,1
QID426,5,1
QID426,6,1
QID426,7,1
QID426,8,1
QID426,9,1
QID426,10,1
QID427,1,1
QID427,2,1
QID427,3,1
QID427,4,1
QID427,5,1
QID427,6,1
QID427,7,1
QID427,8,1
QID427,9,1
QID427,10,1
QID427,1,1
QID427,2,1
QID427,3,1
QID427,4,1
QID427,5,1
QID427,6,1
QID427,7,1
QID427,8,1
QID427,9,1
QID427,10,1
QID428,1,0
QID428,2,0
QID428,3,0
QID428,4,0
QID428,5,0
QID428,6,0
QID428,7,0
QID428,8,0
QID428,9,0
QID428,10,0
QID429,1,1
QID429,2,1
QID429,3,1
QID429,4,1
QID429,5,1
QID429,6,1
QID429,7,1
QID429,8,1
QID429,9,1
QID429,10,1
QID430,1,1
QID430,2,1
QID430,3,1
QID430,4,1
QID430,5,1
QID430,6,1
QID430,7,1
QID430,8,1
QID430,9,1
QID430,10,1
QID430,1,1
QID430,2,1
QID430,3,1
QID430,4,1
QID430,5,1
QID430,6,1
QID430,7,1
QID430,8,1
QID430,9,1
QID430,10,1
QID431,1,0
QID431,2,1
QID431,3,1
QID431,4,1
QID431,5,1
QID431,6,1
QID431,7,1
QID431,8,1
QID431,9,1
QID431,10,1
QID432,1,0
QID432,2,0
QID432,3,0
QID432,4,0
QID432,5,0
QID432,6,0
QID432,7,0
QID432,8,0
QID432,9,0
QID432,10,0
QID433,1,0
QID433,2,0
QID433,3,0
QID433,4,0
QID433,5,0
QID433,6,0
QID433,7,0
QID433,8,0
QID433,9,0
QID433,10,1
QID434,1,1
QID434,2,1
QID434,3,1
QID434,4,1
QID434,5,1
QID434,6,1
QID434,7,1
QID434,8,1
QID434,9,1
QID434,10,1
QID434,1,1
QID434,2,1
QID434,3,1
QID434,4,1
QID434,5,1
QID434,6,1
QID434,7,1
QID434,8,1
QID434,9,1
QID434,10,1
QID435,1,0
QID435,2,0
QID435,3,0
QID435,4,0
QID435,5,0
QID435,6,0
QID435,7,0
QID435,8,0
QID435,9,0
QID435,10,0
QID436,1,0
QID436,2,0
QID436,3,0
QID436,4,0
QID436,5,0
QID436,6,1
QID436,7,1
QID436,8,1
QID436,9,1
QID436,10,1
QID437,1,0
QID437,2,0
QID437,3,0
QID437,4,0
QID437,5,0
QID437,6,0
QID437,7,0
QID437,8,0
QID437,9,0
QID437,10,0
QID438,1,1
QID438,2,1
QID438,3,1
QID438,4,1
QID438,5,1
QID438,6,1
QID438,7,1
QID438,8,1
QID438,9,1
QID438,10,1
QID439,1,0
QID439,2,0
QID439,3,0
QID439,4,0
QID439,5,0
QID439,6,0
QID439,7,0
QID439,8,0
QID439,9,0
QID439,10,0
QID440,1,0
QID440,2,0
QID440,3,0
QID440,4,0
QID440,5,0
QID440,6,0
QID440,7,0
QID440,8,0
QID440,9,0
QID440,10,0
QID441,1,1
QID441,2,1
QID441,3,1
QID441,4,1
QID441,5,1
QID441,6,1
QID441,7,1
QID441,8,1
QID441,9,1
QID441,10,1
QID442,1,0
QID442,2,0
QID442,3,0
QID442,4,0
QID442,5,0
QID442,6,0
QID442,7,0
QID442,8,0
QID442,9,0
QID442,10,0
QID442,1,0
QID442,2,0
QID442,3,0
QID442,4,0
QID442,5,0
QID442,6,0
QID442,7,0
QID442,8,0
QID442,9,0
QID442,10,0
QID443,1,1
QID443,2,1
QID443,3,1
QID443,4,1
QID443,5,1
QID443,6,1
QID443,7,1
QID443,8,1
QID443,9,1
QID443,10,1
QID444,1,1
QID444,2,1
QID444,3,1
QID444,4,1
QID444,5,1
QID444,6,1
QID444,7,1
QID444,8,1
QID444,9,1
QID444,10,1
QID445,1,0
QID445,2,0
QID445,3,0
QID445,4,1
QID445,5,1
QID445,6,1
QID445,7,1
QID445,8,1
QID445,9,1
QID445,10,1
QID446,1,0
QID446,2,0
QID446,3,0
QID446,4,0
QID446,5,0
QID446,6,0
QID446,7,0
QID446,8,0
QID446,9,0
QID446,10,0
QID447,1,0
QID447,2,1
QID447,3,1
QID447,4,1
QID447,5,1
QID447,6,1
QID447,7,1
QID447,8,1
QID447,9,1
QID447,10,1
QID448,1,0
QID448,2,0
QID448,3,0
QID448,4,0
QID448,5,0
QID448,6,0
QID448,7,0
QID448,8,0
QID448,9,0
QID448,10,0
QID449,1,0
QID449,2,0
QID449,3,0
QID449,4,0
QID449,5,0
QID449,6,0
QID449,7,0
QID449,8,0
QID449,9,0
QID449,10,0
QID450,1,0
QID450,2,0
QID450,3,0
QID450,4,0
QID450,5,0
QID450,6,0
QID450,7,0
QID450,8,0
QID450,9,1
QID450,10,1
QID451,1,0
QID451,2,0
QID451,3,0
QID451,4,1
QID451,5,1
QID451,6,1
QID451,7,1
QID451,8,1
QID451,9,1
QID451,10,1
QID452,1,0
QID452,2,1
QID452,3,1
QID452,4,1
QID452,5,1
QID452,6,1
QID452,7,1
QID452,8,1
QID452,9,1
QID452,10,1
QID453,1,0
QID453,2,0
QID453,3,0
QID453,4,0
QID453,5,0
QID453,6,1
QID453,7,1
QID453,8,1
QID453,9,1
QID453,10,1
QID454,1,0
QID454,2,0
QID454,3,0
QID454,4,0
QID454,5,0
QID454,6,0
QID454,7,1
QID454,8,1
QID454,9,1
QID454,10,1
QID455,1,0
QID455,2,0
QID455,3,0
QID455,4,0
QID455,5,0
QID455,6,1
QID455,7,1
QID455,8,1
QID455,9,1
QID455,10,1
QID456,1,0
QID456,2,1
QID456,3,1
QID456,4,1
QID456,5,1
QID456,6,1
QID456,7,1
QID456,8,1
QID456,9,1
QID456,10,1
QID457,1,0
QID457,2,0
QID457,3,1
QID457,4,1
QID457,5,1
QID457,6,1
QID457,7,1
QID457,8,1
QID457,9,1
QID457,10,1
QID458,1,1
QID458,2,1
QID458,3,1
QID458,4,1
QID458,5,1
QID458,6,1
QID458,7,1
QID458,8,1
QID458,9,1
QID458,10,1
QID459,1,0
QID459,2,0
QID459,3,0
QID459,4,0
QID459,5,0
QID459,6,0
QID459,7,0
QID459,8,0
QID459,9,0
QID459,10,1
QID460,1,0
QID460,2,0
QID460,3,0
QID460,4,0
QID460,5,1
QID460,6,1
QID460,7,1
QID460,8,1
QID460,9,1
QID460,10,1
QID461,1,1
QID461,2,1
QID461,3,1
QID461,4,1
QID461,5,1
QID461,6,1
QID461,7,1
QID461,8,1
QID461,9,1
QID461,10,1
QID462,1,0
QID462,2,0
QID462,3,0
QID462,4,0
QID462,5,0
QID462,6,0
QID462,7,0
QID462,8,0
QID462,9,0
QID462,10,0
QID463,1,0
QID463,2,0
QID463,3,0
QID463,4,0
QID463,5,0
QID463,6,0
QID463,7,0
QID463,8,0
QID463,9,0
QID463,10,0
QID464,1,0
QID464,2,1
QID464,3,1
QID464,4,1
QID464,5,1
QID464,6,1
QID464,7,1
QID464,8,1
QID464,9,1
QID464,10,1
QID465,1,0
QID465,2,0
QID465,3,1
QID465,4,1
QID465,5,1
QID465,6,1
QID465,7,1
QID465,8,1
QID465,9,1
QID465,10,1
QID466,1,0
QID466,2,0
QID466,3,0
QID466,4,0
QID466,5,0
QID466,6,0
QID466,7,0
QID466,8,0
QID466,9,0
QID466,10,0
QID467,1,0
QID467,2,0
QID467,3,0
QID467,4,0
QID467,5,0
QID467,6,0
QID467,7,0
QID467,8,0
QID467,9,0
QID467,10,1
QID468,1,0
QID468,2,0
QID468,3,0
QID468,4,0
QID468,5,1
QID468,6,1
QID468,7,1
QID468,8,1
QID468,9,1
QID468,10,1
QID469,1,0
QID469,2,0
QID469,3,0
QID469,4,0
QID469,5,0
QID469,6,0
QID469,7,0
QID469,8,0
QID469,9,0
QID469,10,0
QID470,1,0
QID470,2,0
QID470,3,0
QID470,4,0
QID470,5,0
QID470,6,0
QID470,7,0
QID470,8,0
QID470,9,0
QID470,10,0
QID471,1,0
QID471,2,0
QID471,3,0
QID471,4,0
QID471,5,0
QID471,6,0
QID471,7,0
QID471,8,0
QID471,9,0
QID471,10,0
QID472,1,0
QID472,2,0
QID472,3,0
QID472,4,0
QID472,5,0
QID472,6,0
QID472,7,0
QID472,8,0
QID472,9,0
QID472,10,0
QID473,1,1
QID473,2,1
QID473,3,1
QID473,4,1
QID473,5,1
QID473,6,1
QID473,7,1
QID473,8,1
QID473,9,1
QID473,10,1
QID474,1,1
QID474,2,1
QID474,3,1
QID474,4,1
QID474,5,1
QID474,6,1
QID474,7,1
QID474,8,1
QID474,9,1
QID474,10,1
QID475,1,1
QID475,2,1
QID475,3,1
QID475,4,1
QID475,5,1
QID475,6,1
QID475,7,1
QID475,8,1
QID475,9,1
QID475,10,1
QID476,1,0
QID476,2,0
QID476,3,0
QID476,4,0
QID476,5,0
QID476,6,0
QID476,7,0
QID476,8,0
QID476,9,0
QID476,10,0
QID477,1,1
QID477,2,1
QID477,3,1
QID477,4,1
QID477,5,1
QID477,6,1
QID477,7,1
QID477,8,1
QID477,9,1
QID477,10,1
QID478,1,0
QID478,2,0
QID478,3,0
QID478,4,0
QID478,5,0
QID478,6,0
QID478,7,0
QID478,8,0
QID478,9,0
QID478,10,0
QID479,1,0
QID479,2,0
QID479,3,0
QID479,4,0
QID479,5,0
QID479,6,0
QID479,7,0
QID479,8,0
QID479,9,0
QID479,10,0
QID480,1,0
QID480,2,0
QID480,3,0
QID480,4,0
QID480,5,0
QID480,6,0
QID480,7,0
QID480,8,0
QID480,9,0
QID480,10,0
QID481,1,1
QID481,2,1
QID481,3,1
QID481,4,1
QID481,5,1
QID481,6,1
QID481,7,1
QID481,8,1
QID481,9,1
QID481,10,1
QID482,1,0
QID482,2,0
QID482,3,0
QID482,4,0
QID482,5,0
QID482,6,0
QID482,7,0
QID482,8,0
QID482,9,0
QID482,10,0
QID483,1,0
QID483,2,0
QID483,3,1
QID483,4,1
QID483,5,1
QID483,6,1
QID483,7,1
QID483,8,1
QID483,9,1
QID483,10,1
QID484,1,0
QID484,2,0
QID484,3,0
QID484,4,0
QID484,5,0
QID484,6,0
QID484,7,0
QID484,8,0
QID484,9,0
QID484,10,0
QID485,1,0
QID485,2,0
QID485,3,0
QID485,4,0
QID485,5,0
QID485,6,0
QID485,7,0
QID485,8,0
QID485,9,0
QID485,10,0
QID486,1,0
QID486,2,0
QID486,3,1
QID486,4,1
QID486,5,1
QID486,6,1
QID486,7,1
QID486,8,1
QID486,9,1
QID486,10,1
QID487,1,1
QID487,2,1
QID487,3,1
QID487,4,1
QID487,5,1
QID487,6,1
QID487,7,1
QID487,8,1
QID487,9,1
QID487,10,1
QID488,1,1
QID488,2,1
QID488,3,1
QID488,4,1
QID488,5,1
QID488,6,1
QID488,7,1
QID488,8,1
QID488,9,1
QID488,10,1
QID489,1,1
QID489,2,1
QID489,3,1
QID489,4,1
QID489,5,1
QID489,6,1
QID489,7,1
QID489,8,1
QID489,9,1
QID489,10,1
QID490,1,0
QID490,2,0
QID490,3,0
QID490,4,0
QID490,5,0
QID490,6,0
QID490,7,0
QID490,8,0
QID490,9,0
QID490,10,0
QID491,1,0
QID491,2,0
QID491,3,0
QID491,4,1
QID491,5,1
QID491,6,1
QID491,7,1
QID491,8,1
QID491,9,1
QID491,10,1
QID492,1,0
QID492,2,1
QID492,3,1
QID492,4,1
QID492,5,1
QID492,6,1
QID492,7,1
QID492,8,1
QID492,9,1
QID492,10,1
QID493,1,0
QID493,2,0
QID493,3,0
QID493,4,0
QID493,5,0
QID493,6,0
QID493,7,0
QID493,8,1
QID493,9,1
QID493,10,1
QID494,1,0
QID494,2,0
QID494,3,0
QID494,4,0
QID494,5,0
QID494,6,0
QID494,7,0
QID494,8,0
QID494,9,1
QID494,10,1
QID495,1,0
QID495,2,0
QID495,3,0
QID495,4,0
QID495,5,0
QID495,6,0
QID495,7,0
QID495,8,0
QID495,9,0
QID495,10,0
QID496,1,0
QID496,2,0
QID496,3,0
QID496,4,0
QID496,5,0
QID496,6,0
QID496,7,0
QID496,8,0
QID496,9,0
QID496,10,0
QID497,1,0
QID497,2,0
QID497,3,0
QID497,4,0
QID497,5,0
QID497,6,0
QID497,7,0
QID497,8,0
QID497,9,0
QID497,10,0
QID498,1,0
QID498,2,0
QID498,3,0
QID498,4,0
QID498,5,0
QID498,6,0
QID498,7,0
QID498,8,0
QID498,9,0
QID498,10,0
QID498,1,0
QID498,2,0
QID498,3,0
QID498,4,0
QID498,5,0
QID498,6,0
QID498,7,0
QID498,8,0
QID498,9,0
QID498,10,0
QID499,1,0
QID499,2,0
QID499,3,0
QID499,4,0
QID499,5,0
QID499,6,0
QID499,7,0
QID499,8,0
QID499,9,0
QID499,10,0
QID500,1,0
QID500,2,0
QID500,3,0
QID500,4,0
QID500,5,0
QID500,6,0
QID500,7,1
QID500,8,1
QID500,9,1
QID500,10,1
QID501,1,0
QID501,2,0
QID501,3,0
QID501,4,0
QID501,5,0
QID501,6,0
QID501,7,0
QID501,8,0
QID501,9,0
QID501,10,0
QID502,1,0
QID502,2,0
QID502,3,0
QID502,4,0
QID502,5,0
QID502,6,0
QID502,7,0
QID502,8,1
QID502,9,1
QID502,10,1
QID503,1,1
QID503,2,1
QID503,3,1
QID503,4,1
QID503,5,1
QID503,6,1
QID503,7,1
QID503,8,1
QID503,9,1
QID503,10,1
QID504,1,0
QID504,2,0
QID504,3,0
QID504,4,0
QID504,5,0
QID504,6,0
QID504,7,0
QID504,8,0
QID504,9,0
QID504,10,0
QID505,1,1
QID505,2,1
QID505,3,1
QID505,4,1
QID505,5,1
QID505,6,1
QID505,7,1
QID505,8,1
QID505,9,1
QID505,10,1
QID506,1,0
QID506,2,0
QID506,3,0
QID506,4,0
QID506,5,0
QID506,6,0
QID506,7,0
QID506,8,0
QID506,9,0
QID506,10,0
QID507,1,1
QID507,2,1
QID507,3,1
QID507,4,1
QID507,5,1
QID507,6,1
QID507,7,1
QID507,8,1
QID507,9,1
QID507,10,1
QID508,1,1
QID508,2,1
QID508,3,1
QID508,4,1
QID508,5,1
QID508,6,1
QID508,7,1
QID508,8,1
QID508,9,1
QID508,10,1
QID509,1,0
QID509,2,0
QID509,3,1
QID509,4,1
QID509,5,1
QID509,6,1
QID509,7,1
QID509,8,1
QID509,9,1
QID509,10,1
QID510,1,1
QID510,2,1
QID510,3,1
QID510,4,1
QID510,5,1
QID510,6,1
QID510,7,1
QID510,8,1
QID510,9,1
QID510,10,1
QID511,1,0
QID511,2,0
QID511,3,0
QID511,4,0
QID511,5,0
QID511,6,0
QID511,7,0
QID511,8,0
QID511,9,0
QID511,10,0
QID512,1,0
QID512,2,0
QID512,3,0
QID512,4,0
QID512,5,0
QID512,6,1
QID512,7,1
QID512,8,1
QID512,9,1
QID512,10,1
QID513,1,0
QID513,2,0
QID513,3,0
QID513,4,0
QID513,5,0
QID513,6,0
QID513,7,0
QID513,8,0
QID513,9,0
QID513,10,0
QID515,1,0
QID515,2,0
QID515,3,0
QID515,4,0
QID515,5,0
QID515,6,0
QID515,7,0
QID515,8,0
QID515,9,0
QID515,10,0
QID516,1,0
QID516,2,0
QID516,3,0
QID516,4,0
QID516,5,0
QID516,6,0
QID516,7,0
QID516,8,0
QID516,9,0
QID516,10,0
QID517,1,0
QID517,2,0
QID517,3,0
QID517,4,1
QID517,5,1
QID517,6,1
QID517,7,1
QID517,8,1
QID517,9,1
QID517,10,1
QID518,1,0
QID518,2,0
QID518,3,0
QID518,4,1
QID518,5,1
QID518,6,1
QID518,7,1
QID518,8,1
QID518,9,1
QID518,10,1
QID519,1,0
QID519,2,0
QID519,3,0
QID519,4,0
QID519,5,0
QID519,6,0
QID519,7,0
QID519,8,0
QID519,9,0
QID519,10,0
QID520,1,0
QID520,2,0
QID520,3,0
QID520,4,0
QID520,5,0
QID520,6,0
QID520,7,0
QID520,8,0
QID520,9,0
QID520,10,0
QID521,1,0
QID521,2,1
QID521,3,1
QID521,4,1
QID521,5,1
QID521,6,1
QID521,7,1
QID521,8,1
QID521,9,1
QID521,10,1
QID522,1,0
QID522,2,0
QID522,3,0
QID522,4,0
QID522,5,0
QID522,6,0
QID522,7,0
QID522,8,0
QID522,9,0
QID522,10,0
QID523,1,0
QID523,2,0
QID523,3,0
QID523,4,0
QID523,5,1
QID523,6,1
QID523,7,1
QID523,8,1
QID523,9,1
QID523,10,1
QID524,1,1
QID524,2,1
QID524,3,1
QID524,4,1
QID524,5,1
QID524,6,1
QID524,7,1
QID524,8,1
QID524,9,1
QID524,10,1
QID525,1,0
QID525,2,0
QID525,3,0
QID525,4,0
QID525,5,0
QID525,6,0
QID525,7,0
QID525,8,0
QID525,9,0
QID525,10,0
QID525,1,0
QID525,2,0
QID525,3,0
QID525,4,0
QID525,5,0
QID525,6,0
QID525,7,0
QID525,8,0
QID525,9,0
QID525,10,0
QID526,1,0
QID526,2,0
QID526,3,0
QID526,4,0
QID526,5,0
QID526,6,0
QID526,7,1
QID526,8,1
QID526,9,1
QID526,10,1
QID527,1,0
QID527,2,1
QID527,3,1
QID527,4,1
QID527,5,1
QID527,6,1
QID527,7,1
QID527,8,1
QID527,9,1
QID527,10,1
QID528,1,0
QID528,2,0
QID528,3,0
QID528,4,0
QID528,5,0
QID528,6,0
QID528,7,0
QID528,8,0
QID528,9,0
QID528,10,0
QID529,1,1
QID529,2,1
QID529,3,1
QID529,4,1
QID529,5,1
QID529,6,1
QID529,7,1
QID529,8,1
QID529,9,1
QID529,10,1
QID530,1,0
QID530,2,0
QID530,3,0
QID530,4,0
QID530,5,0
QID530,6,0
QID530,7,0
QID530,8,0
QID530,9,0
QID530,10,0
QID531,1,0
QID531,2,1
QID531,3,1
QID531,4,1
QID531,5,1
QID531,6,1
QID531,7,1
QID531,8,1
QID531,9,1
QID531,10,1
QID532,1,0
QID532,2,0
QID532,3,1
QID532,4,1
QID532,5,1
QID532,6,1
QID532,7,1
QID532,8,1
QID532,9,1
QID532,10,1
QID533,1,0
QID533,2,0
QID533,3,0
QID533,4,0
QID533,5,0
QID533,6,0
QID533,7,0
QID533,8,0
QID533,9,0
QID533,10,0
QID534,1,0
QID534,2,0
QID534,3,0
QID534,4,0
QID534,5,0
QID534,6,0
QID534,7,0
QID534,8,0
QID534,9,0
QID534,10,0
QID535,1,0
QID535,2,0
QID535,3,0
QID535,4,0
QID535,5,0
QID535,6,0
QID535,7,0
QID535,8,0
QID535,9,0
QID535,10,0
QID536,1,0
QID536,2,0
QID536,3,1
QID536,4,1
QID536,5,1
QID536,6,1
QID536,7,1
QID536,8,1
QID536,9,1
QID536,10,1
QID537,1,0
QID537,2,0
QID537,3,0
QID537,4,0
QID537,5,0
QID537,6,0
QID537,7,0
QID537,8,0
QID537,9,0
QID537,10,0
QID537,1,0
QID537,2,0
QID537,3,0
QID537,4,0
QID537,5,0
QID537,6,0
QID537,7,0
QID537,8,0
QID537,9,0
QID537,10,0
QID538,1,0
QID538,2,0
QID538,3,0
QID538,4,1
QID538,5,1
QID538,6,1
QID538,7,1
QID538,8,1
QID538,9,1
QID538,10,1
QID538,1,0
QID538,2,0
QID538,3,0
QID538,4,1
QID538,5,1
QID538,6,1
QID538,7,1
QID538,8,1
QID538,9,1
QID538,10,1
QID539,1,1
QID539,2,1
QID539,3,1
QID539,4,1
QID539,5,1
QID539,6,1
QID539,7,1
QID539,8,1
QID539,9,1
QID539,10,1
QID540,1,1
QID540,2,1
QID540,3,1
QID540,4,1
QID540,5,1
QID540,6,1
QID540,7,1
QID540,8,1
QID540,9,1
QID540,10,1
QID540,1,1
QID540,2,1
QID540,3,1
QID540,4,1
QID540,5,1
QID540,6,1
QID540,7,1
QID540,8,1
QID540,9,1
QID540,10,1
QID541,1,0
QID541,2,0
QID541,3,0
QID541,4,0
QID541,5,0
QID541,6,0
QID541,7,0
QID541,8,0
QID541,9,0
QID541,10,0
QID541,1,0
QID541,2,0
QID541,3,0
QID541,4,0
QID541,5,0
QID541,6,0
QID541,7,0
QID541,8,0
QID541,9,0
QID541,10,0
QID542,1,1
QID542,2,1
QID542,3,1
QID542,4,1
QID542,5,1
QID542,6,1
QID542,7,1
QID542,8,1
