,Word_ID,Target,ClozeProbability,gptEntropy,gptSurprisal
550,QID525,i,0.054054054,6.351039997,4.425437927
551,QID525,i,0.027027027,6.351039997,4.425437927
552,QID526,am,0.048780488,7.582838904,3.900779724
553,QID527,not,0.170731707,7.319639407,2.232917786
554,QID528,at,0.024390244,6.620014671,4.962730408
555,QID529,all,0.414634146,2.058963569,0.421821535
556,QID530,concerned,0.048780488,6.103555586,4.610404968
557,QID531,about,0.341463415,2.929690405,2.218032837
558,QID532,that,0.073170732,6.029805298,2.526153564
559,QID533,replied,0.024390244,4.906945361,10.22652435
560,QID534,mr.,0,5.78737305,3.191574097
561,QID535,lincoln,0.024390244,10.76629212,5.997901917
562,QID536,for,0.024390244,4.518220542,2.019744873
563,QID537,i,0.487179487,5.692804949,1.776908875
564,QID537,i,0.051282051,5.692804949,1.776908875
565,QID538,know,0.365853659,5.495956015,2.85609436
566,QID538,know,0.024390244,5.495956015,2.85609436
567,QID539,that,0.75,5.338433322,1.312759399
568,QID540,the,0.536585366,6.000674188,1.84337616
569,QID540,the,0.048780488,6.000674188,1.84337616
570,QID541,lord,0.756097561,6.590978496,0.798469603
571,QID541,lord,0.12195122,6.590978496,0.798469603
572,QID542,is,0.536585366,4.869323812,0.985321045
573,QID543,always,0.097560976,6.254919581,4.197937012
574,QID544,on,0.463414634,5.427120303,0.958999634
575,QID545,the,0.12195122,1.632498018,2.806400299
576,QID546,side,0.658536585,1.469099365,0.140808105
577,QID547,of,0.804878049,1.100978756,0.141918197
578,QID548,the,0.512195122,4.357729084,0.892723083
579,QID549,right,0.073170732,6.878294777,6.2213974
580,QID550,but,0,5.794293632,2.77986145
581,QID551,it,0.024390244,5.90263651,3.008956909
582,QID552,is,0.414634146,3.22387464,0.543548524
583,QID553,my,0.048780488,6.801005773,3.287185669
584,QID554,constant,0,5.57701935,9.092086792
585,QID555,anxiety,0,6.651744782,6.554016113
586,QID556,and,0.048780488,3.273859678,3.063865662
587,QID557,prayer,0.048780488,8.667869193,4.302894592
588,QID558,that,0.975609756,2.451001118,0.7995224
589,QID559,i,0.15,5.232805017,2.476585388
590,QID559,i,0.075,5.232805017,2.476585388
591,QID560,and,0,3.727165702,6.758407593
592,QID561,this,0.097560976,3.97455793,5.109413147
593,QID562,nation,0.146341463,8.12194948,3.100097656
594,QID563,should,0.024390244,4.564417834,1.916732788
595,QID564,be,0.487804878,6.885979649,1.531600952
596,QID565,on,0.230769231,8.182215641,4.324371338
597,QID566,the,0.804878049,2.895991436,0.742340088
598,QID567,lord,0.2,1.815058806,7.712348938
599,QID567,lord,0.05,1.815058806,7.712348938
600,QID568,side,0.87804878,0.163766233,0.011009216
601,QID569,as,0.05,10.62368135,4.66163826
602,QID570,rapa,0,8.095314871,9.939743042
603,QID571,nui,0.025,1.997386041,0.883882046
604,QID572,to,0.027027027,6.221098849,5.910556793
605,QID573,the,0.5,9.781544225,1.904762268
606,QID574,island,0,10.73135487,6.494125366
607,QID575,inhabitants,0.1,9.890087291,2.364479065
608,QID576,rongorongo,0,7.651638844,7.393544197
609,QID577,is,0.475,7.324926842,1.364013672
610,QID578,a,0.2,5.756565453,1.281944275
611,QID579,writing,0,10.36818461,10.91542053
612,QID580,system,0.025,7.514534274,2.711112976
613,QID581,comprised,0,6.152344312,5.83140564
614,QID582,of,0.925,1.038413446,0.130223259
615,QID583,pictographs,0,9.301396869,8.408286095
616,QID584,it,0.179487179,6.88216645,2.659065247
617,QID584,it,0.051282051,6.88216645,2.659065247
618,QID585,has,0.15,4.686341839,2.714706421
619,QID586,been,0.2,6.42597215,1.383979797
620,QID587,found,0,7.87380672,4.620857239
621,QID588,carved,0.025,4.730455389,7.643661499
622,QID589,into,0.275,3.88524046,1.059516907
623,QID590,many,0,6.588651915,3.318992615
624,QID591,oblong,0,8.159434819,8.940443039
625,QID592,wooden,0,8.641984428,4.953353882
626,QID593,tablets,0.05,8.142107911,4.108016968
627,QID594,and,0.125,4.866939101,1.818511963
628,QID595,other,0.075,9.360121377,3.425445557
629,QID596,artifacts,0.05,7.614994156,2.836036682
630,QID597,from,0.076923077,4.612425071,3.323638916
631,QID598,the,0.65,6.059268678,0.936393738
632,QID599,island,0.3,8.513912388,1.981796265
633,QID600,history,0.125,7.287301853,2.602874756
634,QID601,the,0.102564103,5.915770481,2.179801941
635,QID601,the,0.076923077,5.915770481,2.179801941
636,QID602,art,0,10.24144372,5.447418213
637,QID603,of,0.475,6.132529159,1.340232849
638,QID604,writing,0.125,4.620283646,1.199066162
639,QID605,was,0.025,5.504314716,2.475540161
640,QID606,not,0.075,7.774614006,3.611701965
641,QID607,known,0.075,7.856313333,4.226425171
642,QID608,in,0.025,3.722878862,2.213172913
643,QID609,any,0,5.961506172,4.42389679
644,QID610,nearby,0,5.617790589,8.62688446
645,QID611,islands,0.375,8.023643509,2.608581543
646,QID612,and,0.05,3.671454674,3.025047302
647,QID613,the,0.125,7.392138349,2.319267273
648,QID614,script,0,9.525567311,6.271911621
649,QID615,mere,0,9.645807261,8.69493103
650,QID616,existence,0.25,4.379446022,0.761871338
651,QID617,is,0.475,6.327804452,1.938056946
652,QID618,sufficient,0,7.250175614,7.292388916
653,QID619,to,0.55,2.500772209,0.86390686
654,QID620,confound,0,7.549529992,8.507888794
655,QID621,anthropologists,0,6.544063693,7.217421532
656,QID622,months,0,11.30463221,8.256103516
657,QID623,later,0.071428571,4.233385284,1.334365845
658,QID624,michael,0,8.293352205,7.38180542
659,QID625,larson,0,10.03081725,10.34208679
660,QID626,saw,0.047619048,5.960631124,6.69619751
661,QID627,another,0,6.381213321,4.312080383
662,QID628,opportunity,0,10.69161037,5.457382202
663,QID629,to,0.738095238,2.868377902,0.747390747
664,QID630,stack,0,8.706843214,9.702529907
665,QID631,the,0.238095238,4.65736173,1.483253479
666,QID632,odds,0.166666667,3.049987798,5.436439514
667,QID633,in,0.452380952,3.332728995,3.277328491
668,QID634,his,0.571428571,4.728297694,0.67111969
669,QID635,favor,0.857142857,2.299927774,0.335739166
670,QID636,with,0,3.204307486,3.759613037
671,QID637,a,0.142857143,6.64520325,1.25604248
672,QID638,dash,0,10.58041602,9.417503357
673,QID639,of,0.80952381,4.497114831,1.545425415
674,QID640,ingenuity,0,11.58442666,7.643806458
675,QID641,he,0.463414634,5.578676918,1.70072937
676,QID641,he,0.170731707,5.578676918,1.70072937
677,QID642,walked,0,7.917412577,6.45715332
678,QID643,into,0.238095238,4.067145478,0.894073486
679,QID644,his,0.023809524,5.153165355,2.523441315
680,QID645,bank,0.023809524,8.724302892,6.321556091
681,QID646,one,0,4.862410453,4.931739807
682,QID647,day,0.619047619,2.581862545,0.59324646
683,QID648,and,0.731707317,3.220836051,0.735664308
684,QID649,asked,0.214285714,7.494924125,3.310287476
685,QID650,to,0,5.199765086,2.216049194
686,QID651,withdraw,0.214285714,3.638174311,5.673538208
687,QID652,his,0.071428571,4.539258148,2.583694458
688,QID653,entire,0.071428571,6.896938384,4.629425049
689,QID654,account,0.333333333,6.041354277,3.720726013
690,QID655,balance,0.119047619,4.228806418,2.548057556
691,QID656,but,0.047619048,7.809940619,3.521583557
692,QID657,with,0,6.374492239,5.278503418
693,QID658,an,0.023809524,5.615071199,3.548965454
694,QID659,unusual,0,8.669533985,3.580238342
695,QID660,stipulation,0,7.548222236,8.108231544
696,QID661,he,0.365853659,6.187386121,1.857246399
697,QID661,he,0.048780488,6.187386121,1.857246399
698,QID662,wanted,0.476190476,3.936489914,5.175109863
699,QID663,as,0,2.584259811,7.668582916
700,QID664,much,0.380952381,1.651802039,0.430534393
701,QID665,of,0.142857143,3.038350764,2.394599915
702,QID666,the,0.404761905,3.187212067,1.127487183
703,QID667,cash,0.047619048,5.992791192,2.685417175
704,QID668,as,0.523809524,2.490505877,0.358375579
705,QID669,possible,0.452380952,1.992600624,0.591896057
706,QID670,in,0.30952381,4.2212894,2.64302063
707,QID671,one,0.261904762,4.873545642,3.792205811
708,QID672,dollar,0.428571429,6.250929583,6.14679718
709,QID673,notes,0,3.791822235,4.813285828
710,QID674,murphy,0,11.16980263,10.2438736
711,QID675,the,0.131578947,9.594866,2.762802124
712,QID676,senior,0,9.936671888,8.407226563
713,QID677,pga,0,6.167119686,9.238525391
714,QID678,tour,0.081081081,4.603051329,0.567443848
715,QID678,tour,0.027027027,4.603051329,0.567443848
716,QID679,money,0,8.122229468,13.33230591
717,QID680,leader,0.078947368,4.382867444,5.102806091
718,QID681,with,0,3.432709046,4.293746948
719,QID682,seven,0,8.710790559,5.741645813
720,QID683,hundred,0,7.679045999,6.549049377
721,QID684,thousand,0.447368421,4.926396255,3.198143005
722,QID685,says,0,7.767847521,3.722846985
723,QID686,heat,0,5.402378191,12.30193329
724,QID687,should,0,6.992910894,7.915920734
725,QID688,be,0.315789474,3.746586327,0.483787507
726,QID689,a,0.552631579,6.673252245,1.471954346
727,QID690,factor,0.526315789,5.263639099,1.593917847
728,QID691,i,0,4.679379637,6.374671936
729,QID693,do,0.289473684,4.837373563,2.673148632
730,QID694,think,0.526315789,3.504805549,0.689971983
731,QID695,you,0,5.045344272,2.696731567
732,QID696,going,0.315789474,4.206787479,0.563201904
733,QID697,to,1,0.166198154,0.0115509
734,QID698,have,0.026315789,4.703052361,2.921585083
735,QID699,a,0.473684211,6.179306377,1.271179199
736,QID700,heat,0.026315789,9.374390433,4.811637878
737,QID701,wave,0.157894737,7.866568314,3.408950806
738,QID702,i,0,5.578662128,8.906417847
739,QID703,not,0.078947368,4.246887986,0.751983643
740,QID704,going,0.052631579,5.995059987,2.258392334
741,QID705,to,1,0.050979844,0.0032959
742,QID706,be,0.236842105,6.428536755,2.031555176
743,QID707,able,0.236842105,6.919795566,1.555755615
744,QID708,to,1,0.018190929,0.000976562
745,QID709,handle,0.184210526,7.559901234,3.525283813
746,QID710,he,0.368421053,2.196999769,0.505767822
747,QID711,said,0.526315789,1.850238717,1.556653023
748,QID712,everybody,0,3.05282104,10.14777184
749,QID713,treats,0,5.575511406,9.37322998
750,QID714,it,0.078947368,5.204806929,1.665000916
751,QID715,differently,0.078947368,3.452333986,2.463485718
752,QID716,my,0,6.025467207,5.750930786
753,QID717,son,0.026315789,8.748039938,5.016220093
754,QID718,ronnie,0,6.535779633,10.30307007
755,QID719,his,0,5.939914782,2.639175415
756,QID720,caddie,0,6.81277833,11.18477821
757,QID721,and,0.394736842,7.333056805,2.744361877
758,QID722,i,0.236842105,5.835037697,2.007743835
759,QID722,i,0.026315789,5.835037697,2.007743835
760,QID723,wo,0,6.200624658,7.379767418
761,QID724,be,0.263157895,5.263406234,0.997695923
762,QID725,riding,0,5.591425992,7.177322388
763,Q2684,carts,0.026315789,6.484527427,10.4597702
764,QID726,schools,0,10.88623557,9.71267128
765,QID727,still,0,6.860685817,6.1510849
766,QID728,closed,0,9.04810426,5.746665955
767,QID729,cars,0,9.341598157,8.438400269
768,QID730,still,0.052631579,7.197555802,2.689956665
769,QID731,buried,0,6.974479858,9.292007446
770,QID732,and,0.076923077,4.384175544,3.469078064
771,QID733,streets,0.025641026,9.877935685,5.858062744
772,QID734,still,0.435897436,7.833831073,2.078536987
773,QID735,blocked,0.076923077,7.83445021,2.860565186
774,QID736,by,0.153846154,3.944207463,1.970336914
775,QID736,by,0.025641026,3.944207463,1.970336914
776,QID737,the,0.307692308,9.067440614,2.926780701
777,QID738,widespread,0,10.74822775,10.61336517
778,QID739,weekend,0,9.459640169,9.365180969
779,QID740,snowstorm,0.128205128,7.785541096,5.575979233
780,QID741,officials,0.025641026,8.657669246,4.656539917
781,QID742,are,0.384615385,5.00853792,2.477806091
782,QID743,asking,0.025641026,7.399281821,4.151382446
783,QID744,people,0.230769231,5.536462401,2.900169373
784,QID745,to,0.871794872,1.505480747,0.189689621
785,QID745,to,0.025641026,1.505480747,0.189689621
786,QID746,pick,0,6.159796665,6.455780029
787,QID747,up,0.538461538,1.122558451,0.119842537
788,QID747,up,0.025641026,1.122558451,0.119842537
789,QID748,a,0.051282051,6.181970732,3.727615356
790,QID749,shovel,0.384615385,7.905901434,1.750244141
791,QID749,shovel,0.025641026,7.905901434,1.750244141
792,QID750,and,0.948717949,4.166269054,1.247276306
793,QID750,and,0.025641026,4.166269054,1.247276306
794,QID751,help,0.41025641,7.924773435,3.278450012
795,QID751,help,0.025641026,7.924773435,3.278450012
796,QID752,out,0.025641026,7.80467107,3.565979004
797,QID753,in,0,2.713683119,5.347259521
798,QID754,boston,0,7.599465499,5.685951233
799,QID755,a,0,8.277036555,2.523918152
800,QID756,snow,0.025641026,9.640338901,5.127563477
801,QID757,angel,0,9.008934179,7.006832123
802,QID758,campaign,0,7.247747907,7.551574707
803,QID759,is,0.179487179,5.109745583,1.26121521
804,QID760,using,0,7.080645436,5.478179932
805,QID761,social,0,8.156562708,4.968940735
806,QID762,media,0.769230769,0.129346464,0.009346035
807,QID762,media,0.025641026,0.129346464,0.009346035
808,QID763,to,0.948717949,1.63819116,0.20790863
809,QID763,to,0.025641026,1.63819116,0.20790863
810,QID764,encourage,0,6.79401571,2.52142334
811,QID765,neighbors,0,4.462361265,6.560539246
812,QID766,and,0.076923077,1.305036258,2.219940186
813,QID767,friends,0.512820513,6.469975631,2.891723633
814,QID768,to,0.974358974,0.932876808,0.102824204
815,QID769,be,0,6.460136847,4.907653809
816,QID770,an,0,6.486784527,7.125648499
817,QID771,angel,0.333333333,4.990949599,5.343170166
818,QID772,and,0.358974359,5.203984852,2.805732727
819,QID772,and,0.025641026,5.203984852,2.805732727
820,QID773,help,0.692307692,5.871410652,1.042251587
821,QID773,help,0.025641026,5.871410652,1.042251587
822,QID774,dig,0,7.073583828,6.508079529
823,QID775,out,0.435897436,5.757235842,2.726531982
824,QID775,out,0.025641026,5.757235842,2.726531982
825,QID776,the,0.461538462,6.024662329,1.487411499
826,Q2685,stranded,0.025641026,7.628617246,5.847900391
827,QID777,anderson,0,11.46745782,9.841030121
828,QID778,considered,0,9.553208363,10.12797546
829,QID779,a,0.081081081,4.106916466,1.486526489
830,QID780,key,0,9.163263155,4.090896606
831,QID781,witness,0.054054054,7.574794244,5.576904297
832,QID782,by,0,3.196567579,4.555931091
833,QID783,the,0.540540541,6.872610406,1.034156799
834,QID784,prosecution,0.081081081,8.783807514,2.662117004
835,QID785,vowed,0,6.321370925,8.739830017
836,QID786,he,0.081081081,2.776064494,3.691310883
837,QID787,would,0.702702703,2.414767813,3.966167927
838,QID788,testify,0.081081081,6.74984231,1.986297607
839,QID789,when,0,4.15805929,5.416656494
840,QID790,served,0,6.296441696,8.459632874
841,QID791,a,0.351351351,2.688209909,3.223945618
842,QID792,subpoena,0.108108108,5.134778346,0.828742981
843,QID793,last,0.028571429,4.99228384,4.622283936
844,QID794,week,0.324324324,3.31371253,1.340011597
845,QID795,his,0,3.975420594,4.952049255
846,QID796,lawyers,0,7.172670601,2.998443604
847,QID797,said,0.162162162,6.230667275,2.05796051
848,QID798,he,0.27027027,4.336216118,1.27898407
849,QID799,was,0.216216216,5.756631151,2.185440063
850,QID800,prepared,0,8.559931506,4.72833252
851,QID801,for,0.081081081,0.450490797,4.144180298
852,QID802,a,0.162162162,5.224189718,1.55040741
853,QID803,third,0,8.534127917,6.415435791
854,QID804,prison,0.027027027,7.010048622,8.509750366
855,QID805,stay,0.054054054,3.164712608,5.911613464
856,QID806,to,0.055555556,4.335892103,3.712600708
857,QID807,maintain,0,7.33703098,6.518157959
858,QID808,his,0.702702703,4.003723091,0.703323364
859,QID809,silence,0.054054054,5.828605546,5.937652588
860,QID810,anderson,0.027027027,3.063092188,2.989341736
861,QID811,was,0.216216216,5.569828755,2.350280762
862,QID811,was,0.027027027,5.569828755,2.350280762
863,QID812,released,0,7.477375015,2.765853882
864,QID813,july,0,4.144928415,6.689407349
865,QID814,20,0,5.046442897,3.301864624
866,QID815,after,0.083333333,3.372943699,1.898742676
867,QID816,a,0.027027027,4.877223663,2.457725525
868,QID817,two-week,0,7.341190897,4.072719574
869,QID818,stay,0.243243243,6.454228899,2.217330933
870,QID819,for,0.081081081,3.969094041,4.43586731
871,QID820,previously,0,7.895433194,9.760055542
872,QID821,declining,0.027027027,7.485959701,6.969772339
873,QID822,to,0.783783784,3.215182981,0.535392761
874,QID823,testify,0.702702703,5.205048737,1.163864136
875,QID824,before,0,3.130974428,3.319396973
876,QID825,a,0.324324324,2.961715294,0.988330841
877,QID825,a,0.027027027,2.961715294,0.988330841
878,QID826,different,0,3.142533726,8.079872131
879,QID827,grand,0,4.872531976,1.479644775
880,Q2686,jury,0.810810811,0.063317428,0.005069747
881,Q2686,jury,0.027027027,0.063317428,0.005069747
882,QID828,sterilization,0,11.87560842,10.63440037
883,QID829,is,0.512820513,7.913052473,3.20917511
884,QID829,is,0.025641026,7.913052473,3.20917511
885,QID830,limited,0,8.129034477,6.076850891
886,QID831,in,0.102564103,1.908884973,4.044364929
887,QID832,the,0.153846154,6.636597926,1.922813416
888,QID833,types,0,9.214445192,7.818870544
889,QID834,of,0.974358974,1.176499778,0.121723168
890,QID834,of,0.025641026,1.176499778,0.121723168
891,QID835,medical,0,9.939356881,6.108970642
892,QID836,waste,0,6.597808271,6.048332214
893,QID837,it,0.384615385,5.815826547,3.375205994
894,QID837,it,0.025641026,5.815826547,3.375205994
895,QID838,can,0.487179487,5.594345914,1.247650146
896,QID838,can,0.025641026,5.594345914,1.247650146
897,QID839,treat,0,6.091029746,5.809654236
898,QID840,but,0.230769231,5.303908492,1.674034119
899,QID840,but,0.025641026,5.303908492,1.674034119
900,QID841,is,0.076923077,7.306011502,3.881813049
901,QID842,appropriate,0,8.163379413,8.187316895
902,QID843,for,0.615384615,3.033032372,0.636825562
903,QID843,for,0.025641026,3.033032372,0.636825562
904,QID844,laboratory,0,8.380432525,8.00604248
905,QID845,cultures,0,6.791077559,4.835861206
906,QID846,and,0.486486486,4.198514769,2.028114319
907,QID847,substances,0,9.149546507,9.304458618
908,QID848,contaminated,0,5.281072292,6.211296082
909,QID849,with,0.256410256,1.358148112,0.227233917
910,QID850,infectious,0,8.474614352,4.074607849
911,QID851,organisms,0,5.176890018,2.995109558
912,QID852,the,0.081081081,6.826197104,2.57724762
913,QID852,the,0.027027027,6.826197104,2.57724762
914,QID853,waste,0,10.4677667,5.615440369
915,QID854,is,0.358974359,6.850378553,1.988746643
916,QID855,subjected,0,8.232184168,7.181755066
917,QID856,to,0.974358974,0.456404076,0.035665501
918,QID856,to,0.025641026,0.456404076,0.035665501
919,QID857,steam,0.102564103,8.752602981,7.597419739
920,QID858,in,0,3.959475395,5.378852844
921,QID859,a,0.307692308,6.135866999,1.425422668
922,QID859,a,0.025641026,6.135866999,1.425422668
923,QID860,sealed,0,8.93467895,3.919303894
924,QID861,pressurized,0,8.985076058,8.115612984
925,QID862,chamber,0.051282051,5.977647087,1.699981689
926,QID863,the,0.131578947,6.73576725,1.48677063
927,QID863,the,0.078947368,6.73576725,1.48677063
928,QID864,liquid,0,8.3236184,5.268379211
929,QID865,that,0.025641026,6.12910808,4.347038269
930,QID866,may,0,5.130714396,6.284973145
931,QID867,form,0.025641026,3.131106855,4.657531738
932,QID868,is,0.128205128,5.585774986,1.781425476
933,QID868,is,0.025641026,5.585774986,1.781425476
934,QID869,drained,0.025641026,7.952291347,6.142425537
935,QID870,off,0,4.473551488,2.855461121
936,QID871,to,0.025641026,4.446662345,3.130912781
937,QID872,the,0.205128205,5.246518226,1.627113342
938,QID873,sewer,0.051282051,9.325563871,6.920173645
939,QID874,or,0,5.206187262,3.146400452
940,QID875,sent,0,8.173070979,6.361854553
941,QID876,for,0,2.409558974,3.074859619
942,QID877,processing,0,7.273819789,3.117935181
943,QID878,are,0.487179487,10.17891908,4.934402466
944,QID879,more,0,10.64052258,4.857063293
945,QID880,flexible,0.024390244,8.213021861,5.730773926
946,QID881,than,0.756097561,4.274542796,1.234489441
947,QID881,than,0.024390244,4.274542796,1.234489441
948,QID882,humans,0.048780488,9.274212603,5.874023438
949,QID883,because,0.341463415,4.233309267,3.464614868
950,QID883,because,0.024390244,4.233309267,3.464614868
951,QID884,a,0.024390244,3.231943034,5.65171051
952,QID885,bird,0.073170732,10.25466712,6.009613037
953,QID886,head,0,8.751798791,3.016586304
954,QID887,is,0.463414634,5.994921025,1.109107971
955,QID887,is,0.024390244,5.994921025,1.109107971
956,QID888,only,0,8.644487808,4.541122437
957,QID889,connected,0.12195122,6.533040981,7.461044312
958,QID890,by,0.341463415,1.527592041,2.452835083
959,QID890,by,0.024390244,1.527592041,2.452835083
960,QID891,one,0.365853659,5.559688314,3.311706543
961,QID892,socket,0.024390244,8.051334092,5.767700195
962,QID893,pivot,0.024390244,3.775704021,15.11824036
963,QID894,people,0,7.125172432,6.925537109
964,QID895,have,0.43902439,6.521653666,2.627853394
965,QID895,have,0.024390244,6.521653666,2.627853394
966,QID896,two,0.243902439,7.862027284,5.938697815
967,QID897,which,0.219512195,7.183313575,3.715362549
968,QID898,limits,0.024390244,5.073639201,7.815505981
969,QID899,our,0.073170732,4.769687383,4.769088745
970,QID900,ability,0.268292683,4.786644184,0.556892395
971,QID901,to,0.951219512,0.084313264,0.005683929
972,QID901,to,0.024390244,0.084313264,0.005683929
973,QID902,twist,0.024390244,8.562997612,7.316314697
974,QID903,forsman,0,7.199610651,16.02245903
975,QID904,added,0,4.382539989,5.476249695
976,QID905,owls,0.1,4.989241123,9.213515282
977,QID905,owls,0.075,4.989241123,9.213515282
978,QID906,also,0.146341463,5.9278416,2.79259491
979,QID907,have,0.658536585,5.633461648,0.976196349
980,QID908,multiple,0,7.432137386,4.881912231
981,QID909,vertebrae,0.073170732,9.648320272,6.831060886
982,QID910,the,0,5.052268981,4.742004395
983,QID911,small,0,9.31234666,5.764923096
984,QID912,bones,0.146341463,7.912379677,2.186065674
985,QID913,that,0.170731707,5.241572693,1.038993835
986,QID914,make,0.275,6.681821796,2.871948242
987,QID915,up,0.56097561,2.420561392,0.364898711
988,QID916,the,0.731707317,3.754066884,0.955097198
989,QID916,the,0.024390244,3.754066884,0.955097198
990,QID917,neck,0.195121951,7.796191638,3.633094788
991,QID918,and,0.317073171,3.016137828,1.274211884
992,QID919,spine,0.365853659,7.058659174,2.925819397
993,QID920,helping,0,4.898354139,7.049263
994,QID921,them,0.536585366,4.607312371,1.057655334
995,QID922,achieve,0,7.258769243,6.375694275
996,QID923,a,0.146341463,6.487168392,2.285209656
997,QID924,wide,0,7.758208237,4.614768982
998,QID925,range,0.634146341,2.369834938,0.300575227
999,QID926,of,0.926829268,0.354454072,0.043548606
1000,QID926,of,0.024390244,0.354454072,0.043548606
1001,QID927,motion,0.390243902,7.846203505,2.106231689
1002,QID928,in,0,10.32684824,3.941526413
1003,QID929,the,0.595238095,8.353887347,1.541038513
1004,QID929,the,0.023809524,8.353887347,1.541038513
1005,QID2687,probably,0,8.353887347,1.541038513
1006,QID930,same,0,9.737530425,4.771408081
1007,QID931,animal,0,7.574543149,9.306976318
1008,QID932,not,0,8.18963566,6.032302856
1009,QID933,all,0.43902439,5.426403135,2.452110291
1010,QID933,all,0.024390244,5.426403135,2.452110291
1011,QID934,bites,0,8.172544024,8.241577148
1012,QID935,are,0.625,5.130279967,0.898040831
1013,QID935,are,0.025,5.130279967,0.898040831
1014,QID936,the,0.56097561,6.815090464,2.818435669
1015,QID936,the,0.024390244,6.815090464,2.818435669
1016,QID937,same,0.8,0.235984898,0.017120348
1017,QID937,same,0.025,0.235984898,0.017120348
1018,QID938,a,0,7.344545246,3.565628052
1019,QID939,new,0,9.333512221,5.902992249
1020,QID940,study,0.243902439,3.17846159,0.31653595
1021,QID940,study,0.024390244,3.17846159,0.31653595
1022,QID941,finds,0,5.687167702,2.939002991
1023,QID942,that,0.902439024,2.213996126,0.200530991
1024,QID942,that,0.024390244,2.213996126,0.200530991
1025,QID943,because,0.024390244,9.505070419,7.383430481
1026,QID944,the,0.12195122,7.760603612,2.643959045
1027,QID945,force,0,9.323242793,8.05493927
1028,QID946,in,0.025,4.052134488,4.627845764
1029,QID947,a,0.024390244,5.309514439,1.440727234
1030,QID948,muscle,0.048780488,3.007921529,6.838157654
1031,QID949,depends,0.024390244,6.549114479,5.303985596
1032,QID950,on,0.87804878,1.947054287,0.250427216
1033,QID950,on,0.024390244,1.947054287,0.250427216
1034,QID951,how,0.097560976,4.662606513,2.405212402
1035,QID952,much,0.341463415,5.677755092,1.557128906
1036,QID953,it,0,5.731434661,2.68170929
1037,QID954,is,0.268292683,7.063944545,2.516235352
1038,QID955,stretched,0.024390244,8.070626417,3.386299133
1039,QID956,an,0,6.851898191,4.73979187
1040,QID957,animal,0.707317073,4.322855818,0.560081482
1041,QID957,animal,0.024390244,4.322855818,0.560081482
1042,QID958,bite,0.634146341,7.948123863,2.030052185
1043,QID959,force,0.024390244,6.74806401,3.080940247
1044,QID960,depends,0.170731707,5.147690459,3.406654358
1045,QID961,on,0.87804878,2.773789164,0.399269104
1046,QID961,on,0.024390244,2.773789164,0.399269104
1047,QID962,the,0.365853659,2.808008896,1.959220886
1048,QID962,the,0.024390244,2.808008896,1.959220886
1049,QID963,size,0.170731707,6.493580593,2.290725708
1050,QID964,of,0.926829268,1.296173992,0.310462922
1051,QID964,of,0.024390244,1.296173992,0.310462922
1052,QID965,what,0,2.088143006,6.637359619
1053,QID966,it,0.317073171,3.234910079,0.62587738
1054,QID967,is,0.463414634,4.99371336,0.884346008
1055,QID968,biting,0.475,5.906558403,4.479644775
1056,QID969,the,0.102564103,5.464329093,2.665939331
1057,QID970,finding,0,7.574486739,6.028442383
1058,QID971,has,0.12195122,5.726144474,3.334785461
1059,QID972,direct,0,4.54827795,6.599617004
1060,QID973,implications,0.146341463,2.172087738,0.282302827
1061,QID974,for,0.146341463,0.971617104,0.116842285
1062,QID975,ecology,0,7.724992196,9.212135315
1063,QID976,and,0.536585366,3.039322809,1.282894135
1064,QID976,and,0.024390244,3.039322809,1.282894135
1065,QID977,the,0.230769231,8.938201155,1.968154907
1066,QID978,heaviest,0,12.07442587,9.167579651
1067,QID979,isotopes,0,11.39529459,7.829558849
1068,QID980,physicists,0,6.339079635,12.67458344
1069,QID981,have,0.405405405,5.760459485,1.371002197
1070,QID982,managed,0,5.679334924,5.892929077
1071,QID983,to,0.973684211,0.580067169,0.049243942
1072,QID984,synthesize,0,6.160728123,5.793058395
1073,QID985,so,0,5.541543112,2.744529724
1074,QID986,far,0.184210526,0.019418976,0.001052874
1075,QID987,do,0,4.398698791,7.043112278
1076,QID988,behave,0.026315789,6.817593156,5.92414093
1077,QID989,quite,0.026315789,4.289396249,3.946014404
1078,QID990,like,0.578947368,2.534642816,1.100540161
1079,QID991,science,0,8.018920865,10.82927704
1080,QID992,best,0.026315789,7.965440452,3.771751404
1081,QID993,current,0,8.717777183,8.642295837
1082,QID994,models,0.026315789,9.223601548,3.899902344
1083,QID995,predict,0.108108108,3.528403288,3.441459656
1084,QID996,so,0.052631579,6.817207227,3.339523315
1085,QID997,stable,0,6.462780564,11.58241272
1086,QID998,superheavy,0,3.268633125,8.114458084
1087,QID999,nuclei,0,6.681472327,5.601147175
1088,QID1000,are,0.378378378,5.690171895,1.562133789
1089,QID1001,likely,0,6.966521876,2.370117188
1090,QID1002,to,0.842105263,4.433844134,0.57396692
1091,QID1003,be,0.131578947,6.327161925,1.500526428
1092,QID1004,full,0,8.664515531,9.190139771
1093,QID1005,of,0.815789474,4.986411321,0.767601013
1094,QID1006,surprises,0.052631579,9.585860301,4.981506348
1095,QID1007,chemists,0,4.326371488,9.90399456
1096,QID1008,can,0,6.140840049,6.389129639
1097,QID1009,even,0.026315789,7.033705179,4.943252563
1098,QID1010,predict,0.105263158,7.194758677,1.910873413
1099,QID1011,with,0.026315789,4.528443535,6.114730835
